Target name,FC,Pvalue,Significance,GeneName,GeneName2,Color
SLPI,-0.72135454,2.0479E-05,4.688691465,SLPI,,#F0E442
CYP1A2,2.025391545,2.60108E-05,4.584845487,,CYP1A2,#009E73
SDS,-1.508208125,6.70736E-05,4.173448438,SDS,,#F0E442
ATP1B1,-0.286200457,7.36672E-05,4.132725598,,,#808080
IL15RA,-0.464939728,9.05675E-05,4.043027855,,,#808080
NAMPT,-1.009291629,9.53596E-05,4.020635385,NAMPT,,#F0E442
CYP2E1,0.913350209,0.000116264,3.934554747,,CYP2E1,#009E73
CYP3A4,1.540196809,0.000131947,3.879599018,,CYP3A4,#009E73
NNMT,-1.199969155,0.000143198,3.844061915,NNMT,,#F0E442
MUC21,-0.289866131,0.000147005,3.832669318,,,#808080
PRG4,-0.679121227,0.000223214,3.651278008,PRG4,,#F0E442
SLCO1B3,0.996054474,0.000227785,3.642475755,,SLCO1B3,#009E73
CRP,-1.657465084,0.000238994,3.621613046,CRP,,#F0E442
LSM2,-0.358515752,0.000241336,3.617377098,,,#808080
HAL,-2.111974589,0.000253525,3.595978793,HAL,,#F0E442
CFHR4,-0.664948049,0.000265482,3.575965495,CFHR4,,#F0E442
ALDH3A2,0.337946275,0.00026734,3.572935838,,,#808080
GLS2,-0.732077605,0.000336344,3.473216584,GLS2,,#F0E442
LEPR,-0.575933777,0.000392871,3.40574948,,,#808080
SORD,0.505039018,0.000420632,3.376098152,,,#808080
ADAM15,-0.34971165,0.000451014,3.345810057,,,#808080
ISG15,0.417929057,0.000459505,3.337709437,,,#808080
LPAR1,-0.330213867,0.000482755,3.316273212,,,#808080
ASPG,-0.557258033,0.000558258,3.253164933,,,#808080
MUC3A,-0.572349222,0.000673753,3.171499524,,,#808080
ALDOB,-1.321314895,0.000687561,3.162688973,ALDOB,,#F0E442
SLC25A6,-0.380570209,0.000765711,3.115934981,,,#808080
DDIT4,0.453736384,0.000774929,3.11073805,,,#808080
TSKU,0.38283102,0.000797523,3.098256919,,,#808080
RRBP1,-0.507394267,0.000797677,3.098172814,,,#808080
ASS1,-0.657046141,0.000866424,3.062269311,ASS1,,#F0E442
ARG1,-0.429161113,0.000961908,3.016866251,,,#808080
COL27A1,-0.333209867,0.001031259,2.986632077,,,#808080
CA8,0.214994667,0.001141722,2.94243966,,,#808080
EID1,-0.212547999,0.001187445,2.925386598,,,#808080
AKR1C2,0.819005551,0.001196582,2.922057575,,AKR1C2,#009E73
ZNF14,-0.232055845,0.001291843,2.888790343,,,#808080
ADGRA3,-0.412837222,0.001303398,2.884923086,,,#808080
PCSK6,-0.268017316,0.001314889,2.881110855,,,#808080
HSPB1,0.33580978,0.001436015,2.842840887,,,#808080
CRELD1,-0.368767431,0.001484991,2.828276088,,,#808080
SMARCB1,-0.314609423,0.001499489,2.824056576,,,#808080
LBP,-0.667408097,0.001541433,2.812075401,LBP,,#F0E442
ASL,-0.239846312,0.001559875,2.806910268,,,#808080
OAT,0.562248579,0.001562162,2.806274012,,,#808080
GLUL,1.373957248,0.001577354,2.802070831,,GLUL,#009E73
GRINA,0.243432955,0.001611589,2.792745668,,,#808080
H4C12,-0.241195996,0.001720438,2.764361012,,,#808080
ZNF777,0.266546897,0.001778263,2.7500039,,,#808080
GNA11,-0.266718735,0.001824897,2.73876156,,,#808080
C16orf86,-0.254032598,0.001832589,2.736934999,,,#808080
BCAM,-0.353615562,0.001901743,2.720848229,,,#808080
FBP1,-0.656607798,0.001930894,2.714241572,FBP1,,#F0E442
WDR11,-0.2405852,0.001976921,2.704010708,,,#808080
APOF,-0.446184579,0.002011562,2.696466494,,,#808080
PROX1,0.286723159,0.002086225,2.680638817,,,#808080
ANGPTL4,-0.335410595,0.002134051,2.670795168,,,#808080
IFI27,0.437976906,0.002168109,2.663918792,,,#808080
TMEM37,0.266459396,0.002197019,2.6581661,,,#808080
PCK1,-0.801327421,0.00222496,2.652677769,PCK1,,#F0E442
MGP,-0.347634129,0.002255369,2.646782436,,,#808080
AKR1C1,0.565222142,0.00232093,2.634337932,,,#808080
PRAP1,0.448529152,0.002371618,2.624955266,,,#808080
SERPINA11,-0.561226883,0.002476747,2.60611827,,,#808080
KDSR,-0.216297966,0.002594858,2.585886451,,,#808080
WDFY4,0.360141873,0.002678621,2.572088714,,,#808080
SIRT6,-0.352345475,0.00288543,2.539789453,,,#808080
ALDH1B1,-0.288238195,0.003068806,2.513030626,,,#808080
TGM2,-0.44790705,0.003261338,2.486604227,,,#808080
SHB,-0.2965081,0.003295701,2.482052231,,,#808080
SETD1A,-0.246095794,0.003389452,2.469870558,,,#808080
FGB,-0.924359726,0.003452463,2.461871017,FGB,,#F0E442
C7,-0.381506479,0.003530346,2.452182708,,,#808080
HCAR2,0.252292151,0.003600139,2.44368072,,,#808080
SLC7A2,-0.353171145,0.003772895,2.423325303,,,#808080
ETS2,-0.304712825,0.003792863,2.421032802,,,#808080
PLEC,-0.322608892,0.003913838,2.407397154,,,#808080
TBC1D13,0.251897715,0.00396782,2.401448013,,,#808080
DOCK5,-0.404283276,0.004210108,2.375706714,,,#808080
THBS1,0.620920124,0.00426881,2.369693131,,THBS1,#009E73
CXCL2,-0.535079143,0.004270911,2.36947948,,,#808080
GPHN,0.360987409,0.00443446,2.353159294,,,#808080
HSD17B13,-0.84603673,0.00449763,2.34701632,HSD17B13,,#F0E442
CHDH,0.309771483,0.004625032,2.334885295,,,#808080
BIRC5,-0.208484961,0.004664003,2.331241144,,,#808080
OSM,-0.289722705,0.004710181,2.326962415,,,#808080
CXCR4,-0.207023016,0.004758301,2.322548073,,,#808080
CPQ,0.24906926,0.004870385,2.312436713,,,#808080
ATG14,-0.357459901,0.004973045,2.303377569,,,#808080
CAV2,-0.340776541,0.004978175,2.302929871,,,#808080
ZNF330,-0.259208502,0.004988626,2.302019072,,,#808080
SLC2A4,0.224325749,0.005090559,2.293234566,,,#808080
SEC16A,-0.277465849,0.005114527,2.291194546,,,#808080
APOA5,0.549441964,0.005257192,2.279246121,,,#808080
AGR2,-0.337225775,0.005362432,2.270638181,,,#808080
AOX1,0.447226109,0.005482743,2.261002144,,,#808080
TMEM30A,-0.212960733,0.005516493,2.258336931,,,#808080
GEMIN7,-0.18591348,0.005542558,2.256289725,,,#808080
ADSS2,-0.242936744,0.005550748,2.255648468,,,#808080
VPS4B,0.289342596,0.005640155,2.248708936,,,#808080
GPAM,0.305944729,0.005645989,2.248259979,,,#808080
NGFR,-0.369315154,0.005692164,2.244722633,,,#808080
TOR1B,-0.288601489,0.00575574,2.239898865,,,#808080
SLC38A4,-0.518560944,0.005860816,2.232041887,,,#808080
FAM149A,-0.301984378,0.005893624,2.22961758,,,#808080
A2M,-0.396909063,0.005917575,2.227856227,,,#808080
FGL1,-0.777538964,0.005955971,2.225047426,FGL1,,#F0E442
OGN,-0.25651513,0.006129662,2.212563441,,,#808080
GGT1,-0.254895944,0.006234127,2.205224332,,,#808080
MYOF,-0.22699083,0.006521435,2.185656818,,,#808080
ACSF2,-0.225151604,0.006779068,2.168830019,,,#808080
PPP1R14B,-0.257080423,0.006812587,2.166687917,,,#808080
IFITM1,0.421819766,0.006871262,2.162963501,,,#808080
TKFC,-0.257315014,0.006948713,2.158095616,,,#808080
MZT2B,-0.396065829,0.006990937,2.155464637,,,#808080
DNASE1L3,0.542066938,0.007035668,2.15269468,,,#808080
TSPAN13,-0.41907978,0.00706385,2.150958551,,,#808080
MTO1,-0.318489048,0.007176022,2.144116248,,,#808080
CXCL14,0.712390562,0.00747617,2.126320814,,CXCL14,#009E73
HOMER2,0.264909184,0.00771417,2.112710799,,,#808080
RNF5,-0.247634275,0.007826913,2.10640948,,,#808080
ISG20L2,-0.284108311,0.007937426,2.100320292,,,#808080
ORM1,-0.484351275,0.008143918,2.089166595,,,#808080
OR2A1,0.201929136,0.008237987,2.08417888,,,#808080
ZNF358,-0.170616598,0.008706062,2.060178221,,,#808080
PDCL3,-0.496096101,0.008893645,2.050920204,,,#808080
ADH1A,0.552262623,0.008906967,2.050270155,,,#808080
H2AZ1,0.196762854,0.008974558,2.046986919,,,#808080
SLC25A15,-0.229532678,0.009487307,2.022857067,,,#808080
TTC7A,0.316683056,0.009498449,2.022347328,,,#808080
VNN1,-0.357760737,0.009587583,2.018290845,,,#808080
RIDA,-0.342865685,0.009608882,2.017327139,,,#808080
GBA3,-0.340359676,0.009697034,2.013361093,,,#808080
CHI3L1,-0.694809599,0.009772231,2.010006259,CHI3L1,,#F0E442
XAF1,0.351078636,0.009878985,2.005287655,,,#808080
RBMS3,-0.269452161,0.009901917,2.004280714,,,#808080
GUCD1,-0.358352087,0.009934118,2.002870698,,,#808080
MLXIPL,0.352427622,0.010014549,1.999368621,,,#808080
ERMN,0.180289347,0.010072011,1.996883817,,,#808080
PYCR2,-0.239301779,0.010386805,1.983518024,,,#808080
MAP3K7CL,-0.207962768,0.010434019,1.98154837,,,#808080
HSPA5,-0.407262387,0.010436366,1.981450681,,,#808080
RPEL1,-0.252929375,0.010587976,1.975187046,,,#808080
NUPR1,0.34635455,0.010617582,1.973974364,,,#808080
FAM3C,-0.158185036,0.010626088,1.97362659,,,#808080
FURIN,-0.305696883,0.010650129,1.972645151,,,#808080
TXN2,-0.34076008,0.010741895,1.968919093,,,#808080
CTSZ,0.335554995,0.010782878,1.967265314,,,#808080
MICALL2,-0.277185903,0.010803498,1.966435604,,,#808080
SDC2,0.285165989,0.010937646,1.961076134,,,#808080
RSF1,0.195202555,0.011123138,1.953772684,,,#808080
ESRP1,0.208756526,0.011146925,1.952844909,,,#808080
TFF2,0.401985982,0.011272061,1.947996683,,,#808080
FBXO45,-0.27390542,0.01144733,1.941295808,,,#808080
BOLA1,-0.204811879,0.011585251,1.936094563,,,#808080
CYP2A6,-0.425344665,0.011619044,1.93482961,,,#808080
PDK4,0.329757792,0.011726981,1.930813783,,,#808080
KLF2,0.362709032,0.011842042,1.926573388,,,#808080
ZSCAN23,-0.26374868,0.011884555,1.925017065,,,#808080
NFYB,-0.15922037,0.012173918,1.914569628,,,#808080
BTBD6,-0.28055426,0.012342311,1.908603503,,,#808080
APOA1,-0.689732288,0.012468759,1.904176759,APOA1,,#F0E442
DYNLRB1,-0.276205969,0.012534986,1.901876159,,,#808080
KCTD11,-0.336801487,0.012669682,1.897234282,,,#808080
RFNG,0.161794949,0.012701005,1.896161913,,,#808080
SYT7,-0.403610571,0.012844098,1.891296385,,,#808080
PDPK1,-0.269304969,0.012865186,1.890583915,,,#808080
FASN,-0.264327055,0.012987237,1.886483233,,,#808080
ZNF221,-0.244235498,0.013000595,1.886036771,,,#808080
NEPRO,-0.272241751,0.013037518,1.884805094,,,#808080
FRAS1,0.235173925,0.013126797,1.881841236,,,#808080
DGAT2,0.336231504,0.013138429,1.881456565,,,#808080
ID1,-0.329695886,0.013228909,1.878475981,,,#808080
COL5A3,-0.246742065,0.013356694,1.874301013,,,#808080
FOXN3,0.434492388,0.013410472,1.87255593,,,#808080
ACOT11,-0.210114,0.013449332,1.871299275,,,#808080
GLRX,-0.282695678,0.013484391,1.870168676,,,#808080
POLD3,0.326041525,0.013770781,1.861041431,,,#808080
LRIG1,-0.277712281,0.013797934,1.860185922,,,#808080
IP6K2,0.336013302,0.013913559,1.856561756,,,#808080
ADH1B,0.591254347,0.014070938,1.851676939,,ADH1B,#009E73
ADAMTS4,0.31915157,0.014172518,1.848552969,,,#808080
ECM1,0.34016981,0.014456122,1.839948193,,,#808080
GLUD1,0.407492974,0.014517199,1.838117156,,,#808080
ST20,0.229535601,0.014682186,1.833209265,,,#808080
TMEM147,-0.411888028,0.014785895,1.830152385,,,#808080
CDK9,-0.380970568,0.015035413,1.822884647,,,#808080
DCTD,-0.247848047,0.015100655,1.821004203,,,#808080
ADRB1,-0.333699671,0.015420439,1.811903274,,,#808080
CDKN1A,-0.394544247,0.015637751,1.805825701,,,#808080
ATF5,-0.411192164,0.015831498,1.800477997,,,#808080
ELP1,0.261371144,0.015856727,1.799786442,,,#808080
NPIPB3,0.255979404,0.015875058,1.799284685,,,#808080
NOP53,0.162261956,0.015884716,1.799020551,,,#808080
H4C3,-0.402791293,0.015930979,1.797757522,,,#808080
FMO3,0.386717095,0.015979566,1.796435012,,,#808080
MBL2,0.345765139,0.016114712,1.792777456,,,#808080
CYP2C18,-0.165444145,0.016357071,1.78629446,,,#808080
SERPINA3,-0.673830357,0.016366694,1.786039041,SERPINA3,,#F0E442
TLE1,0.256651595,0.016523545,1.781896782,,,#808080
HBA1,-0.217184561,0.016689752,1.777550119,,,#808080
ERBB2,-0.193483261,0.017021477,1.769002769,,,#808080
PAFAH1B2,-0.194876377,0.017358387,1.76049063,,,#808080
CUX1,-0.153904322,0.017388173,1.759746051,,,#808080
TPRG1L,-0.22204855,0.017403987,1.759351247,,,#808080
FGG,-0.853245611,0.017584462,1.754870913,FGG,,#F0E442
COX8A,-0.241824926,0.0175858,1.754837865,,,#808080
CALM3,0.183496956,0.017699541,1.752037991,,,#808080
KANK1,0.325397156,0.01781553,1.749201258,,,#808080
PCOLCE,-0.31135689,0.017929247,1.746437949,,,#808080
ZSWIM6,-0.278030341,0.017980001,1.745210279,,,#808080
SULF2,-0.215609684,0.018123861,1.741749267,,,#808080
CCDC137,-0.323221281,0.018145168,1.741238997,,,#808080
C4BPB,-0.278931099,0.019279587,1.71490227,,,#808080
PVR,-0.271364675,0.01934973,1.713325081,,,#808080
RPL4,-0.288762705,0.019541493,1.709042261,,,#808080
PABPC1L2A,-0.291513796,0.019936574,1.70034948,,,#808080
CSRP1,0.206470455,0.019974691,1.69951992,,,#808080
ATAD3A,-0.168885561,0.019978483,1.699437494,,,#808080
PIM3,-0.202389067,0.020016367,1.698614736,,,#808080
LPIN1,-0.329595102,0.020119342,1.69638622,,,#808080
MRPL15,-0.196965688,0.020149482,1.69573611,,,#808080
FAM135B,0.204472375,0.020167147,1.695355543,,,#808080
SLC36A4,-0.23911901,0.020392408,1.690531481,,,#808080
FGA,-0.850324545,0.020593987,1.686259558,FGA,,#F0E442
FAM53A,-0.203420698,0.020675178,1.684550744,,,#808080
SLC25A11,-0.213008452,0.020703878,1.6839483,,,#808080
PNPLA2,0.235571252,0.020705742,1.683909211,,,#808080
SLC36A2,-0.25591159,0.020722511,1.683557612,,,#808080
SLC37A4,-0.398637948,0.020760217,1.682768105,,,#808080
ALG5,-0.147956237,0.020789626,1.682153316,,,#808080
ALG13,-0.233520724,0.020801873,1.681897569,,,#808080
GCLM,-0.299570967,0.020878627,1.68029807,,,#808080
THBD,0.212835582,0.020932469,1.679179543,,,#808080
ARL8B,0.236300892,0.021139182,1.674911829,,,#808080
LMBRD2,-0.260407678,0.021219783,1.67325907,,,#808080
CSNK2A3,-0.227908713,0.021519145,1.667174997,,,#808080
GDF15,0.41957633,0.021858623,1.660377193,,,#808080
ADM,0.355533926,0.022057001,1.65645353,,,#808080
LRCOL1,-0.246657915,0.022066466,1.65626721,,,#808080
ACTA2,0.271997617,0.022068584,1.656225541,,,#808080
PNRC1,-0.287898631,0.02219721,1.653701615,,,#808080
TXLNA,-0.21538664,0.022240935,1.652846961,,,#808080
RPF2,-0.19122683,0.022253054,1.652610381,,,#808080
MAPK14,0.173892515,0.022308003,1.651539299,,,#808080
DMAC1,-0.23743532,0.022379515,1.650149322,,,#808080
CTPS1,0.322318188,0.022609417,1.645710628,,,#808080
RAB13,0.191671007,0.022658542,1.644768039,,,#808080
PLEKHB1,-0.219299002,0.022750178,1.643015198,,,#808080
LIFR,0.219674819,0.023145167,1.635539687,,,#808080
IGHMBP2,-0.193138415,0.023160472,1.635252601,,,#808080
GALNT2,-0.314239511,0.023202431,1.634466503,,,#808080
MIDN,-0.255870249,0.023231828,1.633916623,,,#808080
MSMO1,-0.283936241,0.023482136,1.629262392,,,#808080
SSR1,-0.214650531,0.023560996,1.62780636,,,#808080
F9,-0.294468719,0.023726532,1.624765745,,,#808080
FABP6,-0.26909231,0.023727357,1.624750642,,,#808080
NUP62,-0.223846094,0.023993778,1.619901357,,,#808080
COPA,0.129090084,0.02401947,1.619436582,,,#808080
FUT5,-0.264923936,0.024073462,1.618461451,,,#808080
CP,-0.463757136,0.024095553,1.618063099,,,#808080
KDM4B,-0.243832572,0.024301625,1.614364683,,,#808080
JUNB,-0.243247624,0.024358306,1.613352924,,,#808080
ADAMTS9,0.281217655,0.024468456,1.611393441,,,#808080
AGTR1,-0.288941315,0.024576045,1.609488009,,,#808080
HLA-A,0.361064115,0.02461738,1.60875817,,,#808080
LYPD6B,-0.219045173,0.024759736,1.60625399,,,#808080
SERTAD1,-0.243317573,0.024783361,1.605839803,,,#808080
GADD45G,0.458083753,0.024820668,1.605186532,,,#808080
SC5D,-0.236152973,0.025060246,1.601014676,,,#808080
ZKSCAN8,-0.246095454,0.025350902,1.596006586,,,#808080
HCST,-0.197557909,0.025896559,1.58675794,,,#808080
ATP2A2,-0.202774897,0.026329533,1.579556842,,,#808080
CEBPG,0.148373197,0.026415701,1.578137865,,,#808080
ZNF208,-0.245481282,0.026477794,1.577118204,,,#808080
TTC33,-0.263070932,0.026501581,1.576728211,,,#808080
PPARGC1A,-0.245981725,0.026519312,1.576437748,,,#808080
ADARB1,-0.27185009,0.026519717,1.576431109,,,#808080
IFT172,-0.366853603,0.026568007,1.575641028,,,#808080
C8G,-0.268434968,0.026689115,1.573665822,,,#808080
ARPC1B,0.272511208,0.0269924,1.568758492,,,#808080
HSPG2,0.428916391,0.027538524,1.560059347,,,#808080
MIA,-0.188598152,0.027678398,1.557859051,,,#808080
SIK2,0.192964257,0.027743671,1.556836072,,,#808080
MAP2K3,-0.287179878,0.027767274,1.556466752,,,#808080
IFNL4,0.269481153,0.028120113,1.550982945,,,#808080
HMGCS2,-0.471750049,0.028155096,1.550442995,,,#808080
ENG,0.35592811,0.028283137,1.548472424,,,#808080
C8orf89,-0.164690552,0.028285414,1.548437461,,,#808080
ASPRV1,-0.194821226,0.028464502,1.545696415,,,#808080
DENND2B,-0.161183175,0.028501565,1.545131291,,,#808080
UGT2B4,0.421613122,0.028521404,1.544829103,,,#808080
SSBP4,-0.179469914,0.029007685,1.537486931,,,#808080
RFTN2,-0.18382847,0.029033502,1.537100579,,,#808080
ATP6V0B,-0.334971807,0.029090711,1.536245659,,,#808080
DYSF,-0.202923294,0.029156469,1.535265076,,,#808080
DIPK1C,-0.260044254,0.02970418,1.52718243,,,#808080
ADRA1B,0.179105529,0.029729791,1.526808142,,,#808080
H4C15,-0.18871889,0.029734912,1.526733338,,,#808080
ZNF217,0.199034668,0.029804781,1.525714065,,,#808080
ALDH9A1,-0.227915193,0.030004969,1.522806821,,,#808080
ANKLE2,-0.249895548,0.030108985,1.521303885,,,#808080
EIF1B,-0.238422975,0.030149059,1.520726242,,,#808080
SEM1,0.413229919,0.030177554,1.520315968,,,#808080
VWCE,0.25669549,0.030208868,1.519865545,,,#808080
CCDC191,-0.235951956,0.030386123,1.517324707,,,#808080
KIAA1549,0.206195473,0.030438211,1.516580883,,,#808080
TSBP1,-0.280645216,0.0304729,1.516086207,,,#808080
ASAH1,-0.286192675,0.030517747,1.515447536,,,#808080
NEU1,-0.271375243,0.030685287,1.513069813,,,#808080
ALAD,0.282684899,0.030858315,1.510627789,,,#808080
RADIL,-0.175898783,0.030923075,1.50971732,,,#808080
MYC,-0.290158626,0.030964128,1.509141153,,,#808080
TOMM6,0.239146854,0.031039574,1.508084252,,,#808080
SLC22A1,-0.344513283,0.031104024,1.507183421,,,#808080
CLDN14,0.174615122,0.03118459,1.506059966,,,#808080
NR1H4,0.368007491,0.031331578,1.504017733,,,#808080
SIRPG,-0.214877719,0.031515387,1.501477356,,,#808080
MYO1B,0.300985355,0.031603344,1.500266967,,,#808080
MGAT4B,0.254006224,0.031657384,1.499524977,,,#808080
PDIA6,-0.231789491,0.03171353,1.498755409,,,#808080
RNF149,0.141067306,0.032270894,1.491189001,,,#808080
AKR1C3,0.235454378,0.032279349,1.491075239,,,#808080
SHBG,-0.215345387,0.032330688,1.490385055,,,#808080
CYC1,-0.15365977,0.032353047,1.490084812,,,#808080
YTHDF3,-0.23069378,0.032396008,1.489508497,,,#808080
YBX3,-0.247049872,0.032624231,1.486459715,,,#808080
MUS81,0.258323799,0.032701596,1.485431054,,,#808080
SOD2,-0.270781918,0.03274805,1.48481455,,,#808080
ADHFE1,-0.245570406,0.032851573,1.48344383,,,#808080
CYP2C19,0.524155572,0.032915006,1.482606068,,,#808080
JUND,0.315341059,0.032921501,1.48252037,,,#808080
TTYH3,-0.26176495,0.032928184,1.482432214,,,#808080
COMMD7,-0.291578915,0.033140492,1.479641052,,,#808080
AMOTL1,-0.271857211,0.033568383,1.474069578,,,#808080
SQSTM1,0.278905805,0.033687898,1.472526086,,,#808080
GBE1,-0.127369575,0.033719215,1.472122546,,,#808080
GHR,-0.193301703,0.033746366,1.471772991,,,#808080
TMEM184C,0.205321943,0.033807937,1.470981329,,,#808080
LTBP3,0.199666624,0.033809272,1.470964187,,,#808080
TFR2,-0.338770727,0.033856414,1.470359042,,,#808080
TF,-0.561657535,0.033867746,1.470213708,,,#808080
NPC2,0.180104701,0.034010489,1.468387124,,,#808080
BCL2L2,-0.259744036,0.034109237,1.467128,,,#808080
STAB2,0.192263346,0.0342224,1.465689537,,,#808080
IER5,-0.297965141,0.034399978,1.463441831,,,#808080
RGMB,0.255523249,0.034425543,1.463119205,,,#808080
STARD10,0.262819152,0.034465706,1.462612824,,,#808080
CMA1,-0.370173896,0.034522532,1.461897356,,,#808080
SMR3A,-0.276336458,0.034598944,1.460937162,,,#808080
NDUFS4,-0.182309129,0.034679024,1.459933138,,,#808080
PIP4K2A,0.220202921,0.034728089,1.45931911,,,#808080
KNL1,-0.212078293,0.034768625,1.458812479,,,#808080
SPART,-0.385727705,0.034856619,1.457714741,,,#808080
HP,-0.467010879,0.035094245,1.454764093,,,#808080
SPRYD4,-0.23405515,0.035194579,1.45352422,,,#808080
MOK,-0.243302543,0.035233707,1.453041657,,,#808080
ZNF391,-0.178685786,0.035333659,1.451811387,,,#808080
MYO10,-0.295509882,0.035380915,1.451230944,,,#808080
BAX,-0.180621563,0.035751347,1.446707591,,,#808080
ZFP36L2,0.251954612,0.035900047,1.444904987,,,#808080
OGDHL,-0.223285811,0.036093991,1.442565098,,,#808080
CPO,0.21910634,0.036459417,1.43819028,,,#808080
C5,-0.275134574,0.036469274,1.438072883,,,#808080
TTC39C,-0.185949569,0.036562146,1.436968326,,,#808080
TMTC3,-0.180746843,0.036576775,1.436794586,,,#808080
ATP5MC3,-0.239899307,0.03672301,1.435061723,,,#808080
HEBP1,-0.231903685,0.036781302,1.434372898,,,#808080
NPY4R,-0.190304832,0.036986115,1.431961286,,,#808080
PTPN5,-0.222566637,0.037013428,1.431640691,,,#808080
MOB1B,0.188390005,0.037088256,1.430763582,,,#808080
JOSD2,-0.198637713,0.037097728,1.430652693,,,#808080
ETFB,-0.252849692,0.037244524,1.428937568,,,#808080
PHACTR2,-0.165182187,0.037390563,1.427237992,,,#808080
SMU1,0.197047114,0.037396021,1.427174607,,,#808080
ALDH1L1,0.447881962,0.037673312,1.423966194,,,#808080
CD74,0.491783894,0.037888807,1.421489075,,,#808080
COP1,0.222343905,0.037920799,1.421122521,,,#808080
FAM50A,0.202404172,0.038002859,1.420183732,,,#808080
MT1A,-0.235072665,0.03824379,1.41743907,,,#808080
TTPA,0.241618289,0.038293075,1.416879763,,,#808080
TSGA10IP,-0.217017292,0.038602927,1.413379761,,,#808080
SUCLG1,-0.240310899,0.03864978,1.412852979,,,#808080
CBS,-0.137948815,0.038725987,1.411997507,,,#808080
OXA1L,-0.212040634,0.038732319,1.411926495,,,#808080
TNFRSF12A,-0.170050203,0.038823618,1.410903994,,,#808080
CEP57,-0.225421009,0.038828305,1.41085157,,,#808080
GRID2,-0.3271251,0.03904438,1.408441469,,,#808080
NUBP1,-0.217518794,0.039288391,1.405735756,,,#808080
CDH1,-0.297590734,0.039379486,1.404729959,,,#808080
EXOC4,0.129370858,0.039472988,1.403699998,,,#808080
SERPINI1,-0.178689656,0.039530993,1.403062281,,,#808080
SAA2,-0.643071661,0.039699489,1.401215087,SAA2,,#F0E442
TMX3,-0.157582709,0.039888292,1.399154554,,,#808080
OCIAD1,-0.161479277,0.03992251,1.398782165,,,#808080
OSBPL5,-0.273716551,0.040201552,1.395757177,,,#808080
AMACR,0.259827777,0.040208913,1.395677665,,,#808080
STBD1,0.15812151,0.040394903,1.393673431,,,#808080
SLC30A4,0.156893614,0.040429012,1.393306869,,,#808080
ANO1,-0.227400747,0.040434849,1.393244177,,,#808080
FCRLB,-0.279568564,0.040720592,1.390185916,,,#808080
MRPL33,-0.338153159,0.040747678,1.389897134,,,#808080
IDUA,0.405977621,0.040818497,1.389142986,,,#808080
FBLN7,-0.172369446,0.040966381,1.387572399,,,#808080
MAP4K5,-0.190291162,0.040984588,1.387379423,,,#808080
NPB,-0.328509747,0.041280404,1.384256065,,,#808080
CDK5RAP3,0.242259524,0.041609873,1.380803612,,,#808080
TGFA,-0.223891404,0.041919128,1.377587755,,,#808080
PI4KB,-0.212037702,0.041919153,1.377587499,,,#808080
ZIK1,0.207473813,0.042001411,1.376736117,,,#808080
RIPK1,0.212350469,0.042034472,1.376394407,,,#808080
KCNK4,-0.234753063,0.042128731,1.375421619,,,#808080
SLC23A3,-0.212474219,0.042146275,1.375240804,,,#808080
POLR3C,0.232494287,0.042149481,1.375207769,,,#808080
PRPF31,-0.163576174,0.042295527,1.373705555,,,#808080
MINDY4B,0.278825907,0.042400801,1.372625938,,,#808080
PRXL2B,-0.167074587,0.04252376,1.371368342,,,#808080
TDRD6,-0.134571638,0.042535064,1.371252905,,,#808080
AZIN2,0.260644743,0.04268001,1.369775486,,,#808080
HLA-B,0.313306166,0.042728916,1.369278129,,,#808080
NIPBL,-0.32553135,0.042836943,1.368181531,,,#808080
GPI,-0.294657102,0.042847105,1.368078513,,,#808080
CFHR3,-0.346836541,0.043032372,1.366204715,,,#808080
EEF1E1,-0.224895357,0.043197761,1.364538762,,,#808080
PTPRH,-0.223758691,0.043267028,1.363842937,,,#808080
SERPINA12,-0.254763224,0.043371282,1.362797737,,,#808080
IL9,-0.209787613,0.043484335,1.361667167,,,#808080
ALDH1A1,0.282092135,0.043722805,1.359291986,,,#808080
SIGIRR,-0.252396845,0.043954169,1.356999925,,,#808080
CPD,-0.179636439,0.044030531,1.356246075,,,#808080
SIGLEC8,0.128726478,0.044086791,1.355691512,,,#808080
PRIM1,-0.183858,0.04412661,1.355299434,,,#808080
PICALM,-0.272502247,0.044211011,1.354469558,,,#808080
EIF5,-0.249833894,0.04428821,1.353711871,,,#808080
IER2,0.186971751,0.044327824,1.353323585,,,#808080
TAMALIN,0.215083992,0.044333777,1.353265266,,,#808080
ACO1,-0.363284966,0.044578999,1.350869686,,,#808080
EBP,-0.243826759,0.044638803,1.350287461,,,#808080
HMHB1,-0.184092395,0.044699272,1.349699553,,,#808080
CHCHD5,0.211570114,0.044821903,1.348509713,,,#808080
FGF17,0.212961529,0.04507342,1.34607949,,,#808080
CLUH,0.18323217,0.045268252,1.344206279,,,#808080
DUSP6,-0.345682216,0.045449066,1.342475041,,,#808080
FAM107B,0.26735171,0.045645395,1.340603032,,,#808080
R3HDM4,-0.193057837,0.045733691,1.33976375,,,#808080
LGALS9C,-0.377770716,0.045795039,1.339181565,,,#808080
CYGB,0.202904524,0.045815773,1.338984979,,,#808080
NKAPL,-0.181165069,0.045848223,1.338677494,,,#808080
SLC1A2,0.228465665,0.045929489,1.337908385,,,#808080
ERCC3,-0.243933439,0.045966264,1.337560789,,,#808080
PRPF39,-0.27800977,0.046033526,1.336925758,,,#808080
SLC51A,0.172235514,0.046214116,1.335225354,,,#808080
