Target name,FC,Pvalue,Significance,GeneName,GeneName2,Color
PPP4R3A,0.016275545,0.754170514,0.122530451,,,#808080
CNOT6,0.024250158,0.754182279,0.122523677,,,#808080
SYF2,0.018699174,0.754186492,0.12252125,,,#808080
VCAN,-0.038970425,0.754563449,0.122304236,,,#808080
CSDE1,0.003207496,0.754601428,0.122282377,,,#808080
DPEP1,-0.063145045,0.754753179,0.122195049,,,#808080
ZC3H11A,0.012720334,0.754839117,0.122145602,,,#808080
CD81,0.006401941,0.754970402,0.122070074,,,#808080
NUP58,0.027389003,0.755426822,0.121807599,,,#808080
ASGR1,0.048880925,0.755541455,0.121741702,,,#808080
SAXO1,0.033985361,0.755578477,0.121720422,,,#808080
OR51A7,-0.032305111,0.755629357,0.121691178,,,#808080
SCARF1,-0.042619498,0.755755495,0.121618686,,,#808080
EGR1,0.016210937,0.755762074,0.121614906,,,#808080
BCAS4,-0.035752735,0.755893588,0.121539339,,,#808080
LAMC2,-0.05129237,0.756123753,0.121407119,,,#808080
NEDD4L,0.008490509,0.756591523,0.121138529,,,#808080
CSRNP1,-0.021537499,0.756642514,0.12110926,,,#808080
RBP4,-0.005390469,0.756655632,0.121101731,,,#808080
CNOT6L,-0.050274188,0.756686823,0.121083829,,,#808080
RASD1,-0.071908174,0.756687826,0.121083253,,,#808080
MTFP1,0.03566696,0.757055364,0.120872359,,,#808080
C10orf53,-0.039623038,0.757219585,0.120778162,,,#808080
TMEM248,0.044664826,0.757437893,0.120652972,,,#808080
GET1,-0.037313876,0.757664873,0.120522847,,,#808080
MNX1,-0.021036879,0.757729404,0.12048586,,,#808080
ACADVL,-0.03144446,0.757861924,0.120409912,,,#808080
NGDN,0.019164188,0.757959423,0.120354043,,,#808080
MRPL38,-0.048556142,0.758074794,0.120287943,,,#808080
CKLF,-0.070276227,0.758082399,0.120283587,,,#808080
GOLGA7,-0.05009269,0.758131752,0.120255314,,,#808080
NHLRC3,0.018439372,0.758373613,0.120116786,,,#808080
CLSTN3,-0.042336316,0.758450575,0.120072715,,,#808080
FAM161B,0.028064126,0.758492977,0.120048436,,,#808080
KAT2B,0.019727985,0.759006385,0.11975457,,,#808080
IQCE,-0.088793478,0.759043241,0.119733482,,,#808080
ZNF746,-0.035542221,0.759116941,0.119691316,,,#808080
CTBP2,-0.038986164,0.759221887,0.119631281,,,#808080
FADD,-0.0208308,0.759500306,0.119472047,,,#808080
SLC41A3,-0.027524765,0.75951861,0.11946158,,,#808080
HK1,-0.029691684,0.759525578,0.119457596,,,#808080
RPL13,0.038854865,0.759738437,0.119335901,,,#808080
FDCSP,-0.046674845,0.759873616,0.119258634,,,#808080
UBE2V1,-0.057665161,0.760000614,0.119186057,,,#808080
TMEM82,-0.040482845,0.760115516,0.119120402,,,#808080
RPL22,0.089712918,0.760348208,0.118987474,,,#808080
LSR,-0.068256107,0.760393948,0.118961348,,,#808080
RPL31,-0.009589745,0.760413223,0.11895034,,,#808080
RBIS,-0.05513702,0.760773269,0.118744755,,,#808080
EXOSC3,0.025992335,0.760864351,0.118692764,,,#808080
CLK2,0.017397812,0.760880684,0.118683441,,,#808080
C3orf38,-0.040841658,0.761052795,0.118585215,,,#808080
HPS1,0.018099298,0.76124405,0.118476089,,,#808080
HIP1R,-0.058867135,0.761404822,0.118384377,,,#808080
RPS23,-0.001191474,0.761507546,0.118325789,,,#808080
FLT4,0.040821063,0.761633674,0.118253863,,,#808080
IGFBP2,0.085116399,0.761713293,0.118208465,,,#808080
FAM168B,-0.038088145,0.761728786,0.118199632,,,#808080
HSCB,-0.033919678,0.762168032,0.117949271,,,#808080
DDX58,0.015516298,0.762373631,0.117832134,,,#808080
GSTA3,0.035437766,0.762641704,0.11767945,,,#808080
PTPRM,-0.052317934,0.762653007,0.117673013,,,#808080
PRMT2,0.041307252,0.762758835,0.117612754,,,#808080
CAPN10,-0.025234937,0.762876661,0.117545671,,,#808080
MGMT,0.013141099,0.762942685,0.117508087,,,#808080
ABCC2,-0.056694443,0.762954431,0.1175014,,,#808080
UBB,0.035022953,0.763040865,0.117452202,,,#808080
NEUROD4,-0.066259669,0.763140081,0.117395736,,,#808080
PPP2R3B,-0.045697103,0.763313422,0.117297101,,,#808080
POMZP3,-0.047872707,0.763328282,0.117288647,,,#808080
FBXL5,-0.054908105,0.763379689,0.117259399,,,#808080
DEPP1,0.038125315,0.763429351,0.117231147,,,#808080
KHDRBS1,-0.021561557,0.763470518,0.117207729,,,#808080
PLIN4,-0.055988696,0.763486854,0.117198436,,,#808080
CUL4B,-0.036325391,0.763567618,0.117152498,,,#808080
TOMM40,0.02259635,0.763735415,0.117057071,,,#808080
LIN54,0.020516971,0.763747784,0.117050037,,,#808080
OR5P3,-0.034083979,0.764315774,0.116727177,,,#808080
LUC7L,0.023610508,0.764344559,0.116710822,,,#808080
TMEM127,0.011244967,0.764400893,0.116678814,,,#808080
SNAP23,0.015696776,0.764482777,0.116632294,,,#808080
ZXDC,-0.04924682,0.764554289,0.116591671,,,#808080
OTUD4,0.038188029,0.764615649,0.116556817,,,#808080
OGG1,0.024907452,0.764624919,0.116551553,,,#808080
FRS2,-0.025810378,0.764752431,0.116479134,,,#808080
SIX5,0.033429688,0.764986114,0.116346448,,,#808080
TMEM164,0.002935123,0.76500787,0.116334097,,,#808080
NOVA2,-0.085803641,0.765344094,0.116143265,,,#808080
HSP90AA1,-0.021450787,0.765517399,0.116044934,,,#808080
EVX1,-0.073909231,0.765564991,0.116017935,,,#808080
OSGIN1,-0.042801677,0.766343122,0.115576736,,,#808080
MSL3,-0.04245673,0.766417025,0.115534857,,,#808080
CCDC14,0.023133105,0.766553953,0.115457272,,,#808080
SERINC1,-0.027646107,0.76726173,0.115056463,,,#808080
PPIH,-0.040344749,0.767292507,0.115039043,,,#808080
KCNMB4,-0.027310288,0.76741577,0.11496928,,,#808080
ZNF521,-0.067441293,0.767439653,0.114955765,,,#808080
KDM7A,0.001658119,0.767613153,0.114857592,,,#808080
FAM71F2,-0.035733763,0.768535314,0.114336172,,,#808080
FMN2,0.021363222,0.768558039,0.11432333,,,#808080
HNRNPA2B1,0.088647218,0.768778846,0.114198575,,,#808080
UNC5B,-0.03664721,0.768781089,0.114197308,,,#808080
HDAC6,-0.052195576,0.76890382,0.114127982,,,#808080
SH3PXD2B,0.032107501,0.768914242,0.114122095,,,#808080
RPL7A,0.0259685,0.768969236,0.114091034,,,#808080
FAH,-0.035107758,0.769043662,0.114049003,,,#808080
GAA,0.011993998,0.769081422,0.114027679,,,#808080
RGS10,-0.075834708,0.769097081,0.114018837,,,#808080
RANBP2,0.006583587,0.769192479,0.113964971,,,#808080
COLGALT2,0.028238203,0.76943645,0.113827244,,,#808080
DIO1,0.019424647,0.769570125,0.1137518,,,#808080
AEBP1,0.028713789,0.769641334,0.113711616,,,#808080
SAAL1,-0.031424369,0.769937474,0.113544542,,,#808080
ST14,0.02744112,0.770182592,0.113406302,,,#808080
ZNF461,-0.040224991,0.770613434,0.113163424,,,#808080
GSR,-0.026689233,0.770728637,0.113098504,,,#808080
PPP1R13B,0.008923543,0.77106589,0.112908508,,,#808080
ETFRF1,0.023537627,0.771404191,0.112718006,,,#808080
CREBL2,-0.062214867,0.771589964,0.11261343,,,#808080
C17orf78,0.033129414,0.772256884,0.112238212,,,#808080
RAB5A,-0.067004243,0.772295029,0.11221676,,,#808080
FBXO10,0.006102179,0.772318664,0.11220347,,,#808080
ABCB7,0.024379946,0.772328794,0.112197773,,,#808080
LIME1,0.029051276,0.77247803,0.112113863,,,#808080
ANKRD36C,0.020027966,0.772546717,0.112075249,,,#808080
MAF1,0.022174856,0.772987171,0.111827714,,,#808080
SERF2,0.00013383,0.773172811,0.111723426,,,#808080
GID8,0.028074719,0.773410662,0.111589845,,,#808080
PKMYT1,-0.032886274,0.773871555,0.111331116,,,#808080
SLC27A2,-0.033217139,0.773919414,0.111304259,,,#808080
UCKL1,0.035780518,0.774133178,0.111184319,,,#808080
MAMDC2,0.028503014,0.774456382,0.111003037,,,#808080
KRTAP9-4,-0.056558239,0.774546535,0.110952485,,,#808080
RBMY1J,0.007320827,0.774784808,0.110818904,,,#808080
RAP1B,0.054031605,0.775001085,0.11069769,,,#808080
RCC2,0.021256244,0.77531953,0.110519276,,,#808080
TSR1,-0.032211804,0.775330735,0.110513,,,#808080
MBD2,-0.03693643,0.775391017,0.110479234,,,#808080
BAG4,0.028737756,0.775515815,0.110409341,,,#808080
FBLN1,0.01985524,0.775672691,0.110321498,,,#808080
ETF1,-0.035726194,0.775901134,0.110193613,,,#808080
GNS,-0.003838348,0.775948671,0.110167006,,,#808080
CYP7B1,-0.054232728,0.775955816,0.110163008,,,#808080
OR7E24,0.025313187,0.776006442,0.110134673,,,#808080
SPAG8,0.019658654,0.776450424,0.109886268,,,#808080
KCNAB3,0.013423367,0.776461285,0.109880194,,,#808080
MMGT1,0.069360668,0.776494375,0.109861686,,,#808080
CD53,0.0360436,0.776511165,0.109852295,,,#808080
BLZF1,0.02130252,0.776559881,0.10982505,,,#808080
HELLS,-0.033076745,0.776667474,0.109764882,,,#808080
RAP1GAP,0.028626993,0.777201428,0.10946641,,,#808080
GINS4,-0.027483028,0.777266213,0.10943021,,,#808080
CCNO,0.023727651,0.777301527,0.109410479,,,#808080
NDUFA5,0.037794424,0.777524687,0.109285813,,,#808080
ANKRD1,-0.071034206,0.777541061,0.109276667,,,#808080
SLC7A14,-0.016790014,0.777650273,0.109215671,,,#808080
ATXN1,0.05901308,0.777937708,0.109055177,,,#808080
LGALS12,0.007488654,0.777988625,0.109026753,,,#808080
ATP2A3,-0.058248833,0.77805863,0.108987676,,,#808080
PHLPP1,-0.05943668,0.778375278,0.108810966,,,#808080
ATXN7L3B,0.05476353,0.778634776,0.108666204,,,#808080
EIF2B1,-0.036207542,0.779071107,0.108422902,,,#808080
TIMM23,-0.001971135,0.779267772,0.108313284,,,#808080
CCDC107,0.022874253,0.77956296,0.108148804,,,#808080
SNX2,-0.087403855,0.779583766,0.108137213,,,#808080
OSR2,-0.029802209,0.779608921,0.1081232,,,#808080
OCIAD2,0.030392759,0.779736886,0.10805192,,,#808080
CHMP4B,-0.028843744,0.779785592,0.108024793,,,#808080
EIF2S3B,0.02303678,0.77979823,0.108017755,,,#808080
DYNLL2,0.028505037,0.779843041,0.107992799,,,#808080
RBL1,-0.028032656,0.780000882,0.107904906,,,#808080
C22orf42,0.002638082,0.780292474,0.107742582,,,#808080
NONO,0.021783404,0.780382026,0.107692742,,,#808080
G2E3,0.009219653,0.780411128,0.107676546,,,#808080
SPARC,-0.123084233,0.780582815,0.107581014,,,#808080
PALMD,-0.040006898,0.780607365,0.107567355,,,#808080
MAPK6,0.027478973,0.780891467,0.107409323,,,#808080
MTMR12,-0.021550052,0.780985221,0.107357184,,,#808080
THOP1,-0.026868766,0.781200322,0.107237586,,,#808080
COTL1,0.025286117,0.781442207,0.107103135,,,#808080
CCL20,0.028152344,0.781623889,0.107002176,,,#808080
PHLDB1,-0.033358439,0.781828969,0.106888242,,,#808080
RNASE13,-0.032700503,0.781882602,0.10685845,,,#808080
LAMP1,-0.014472516,0.782108721,0.106732871,,,#808080
CFDP1,0.019451671,0.782116393,0.106728611,,,#808080
CAPN5,-0.057521727,0.782130712,0.10672066,,,#808080
GJB4,-0.030355746,0.782311119,0.106620497,,,#808080
MAGEB10,0.009569406,0.782396903,0.106572877,,,#808080
CD247,0.032001332,0.782559746,0.106482496,,,#808080
CD276,0.019743947,0.782678223,0.10641675,,,#808080
COX11,0.008118264,0.783683836,0.105859111,,,#808080
FAM219B,-0.037391749,0.78376509,0.105814085,,,#808080
HECA,-0.057154304,0.784151559,0.10559999,,,#808080
PSMD12,-0.03305459,0.784433589,0.105443819,,,#808080
PBXIP1,0.020963501,0.784454868,0.105432038,,,#808080
GCM2,0.01790921,0.784553415,0.105377483,,,#808080
CRABP1,-0.038713308,0.784743004,0.105272547,,,#808080
DNAH2,0.022304707,0.784792761,0.105245012,,,#808080
TTC17,-0.021142362,0.785917444,0.104623072,,,#808080
ADCY6,0.049411662,0.785978492,0.104589338,,,#808080
AGAP9,-0.038841956,0.786635312,0.104226562,,,#808080
ATP5PB,0.016732156,0.78678179,0.1041457,,,#808080
MSN,0.021051068,0.78703525,0.104005816,,,#808080
PRDM15,-0.043528246,0.787246346,0.103889347,,,#808080
RNPEPL1,0.007892156,0.787296157,0.103861869,,,#808080
LATS2,0.009354732,0.787383255,0.103813825,,,#808080
CYHR1,0.039399466,0.787463493,0.103769571,,,#808080
ANKRD52,-0.044327604,0.787518339,0.103739324,,,#808080
HSD17B1,-0.084903793,0.787775759,0.103597387,,,#808080
GNAS,0.045656685,0.787938798,0.103507514,,,#808080
CYTH4,0.029361471,0.788532499,0.103180402,,,#808080
CLECL1,-0.051671148,0.789008001,0.102918593,,,#808080
FADS6,-0.014586074,0.78941537,0.102694422,,,#808080
KANK2,-0.039966583,0.789858144,0.1024509,,,#808080
GGTLC2,0.035263929,0.789889682,0.102433559,,,#808080
AKAP17A,-0.058958459,0.790007105,0.102369003,,,#808080
TENM1,-0.049793842,0.790112878,0.10231086,,,#808080
ATP7B,0.01873942,0.79019753,0.102264332,,,#808080
PTK6,0.033310535,0.790538013,0.102077242,,,#808080
PGM1,0.003264394,0.790575116,0.10205686,,,#808080
CXCL5,0.010599884,0.790675868,0.102001516,,,#808080
C8orf48,0.014623403,0.790727517,0.101973148,,,#808080
HNMT,-0.017842924,0.790837803,0.101912579,,,#808080
LGALS7B,0.024729751,0.79103139,0.101806282,,,#808080
TRIOBP,0.020032484,0.791065781,0.101787401,,,#808080
RAB11B,-0.0368519,0.79107084,0.101784624,,,#808080
DEFB131A,0.024612179,0.791200198,0.101713613,,,#808080
CAT,0.068207062,0.791222108,0.101701586,,,#808080
TPPP3,0.015782848,0.79140358,0.10160199,,,#808080
ARRB2,0.032219078,0.79190747,0.10132556,,,#808080
PLEKHA5,0.012261979,0.791992153,0.101279122,,,#808080
MAPK10,-0.026353029,0.792637939,0.100925144,,,#808080
KIF13A,-0.04419986,0.792798033,0.100837436,,,#808080
PPP2R2B,-0.028007743,0.79283321,0.100818166,,,#808080
TRIT1,0.016095196,0.792878626,0.10079329,,,#808080
BHLHE40,0.007210118,0.79299931,0.10072719,,,#808080
ZNF462,0.023668209,0.793129653,0.100655813,,,#808080
ZNF248,0.008299189,0.793137898,0.100651298,,,#808080
RPS3,-0.00833855,0.793228555,0.10060166,,,#808080
SGCD,0.000954081,0.793374204,0.100521925,,,#808080
TRPV2,-0.002569715,0.793495262,0.100455662,,,#808080
SLC22A10,0.019702792,0.793703392,0.100341764,,,#808080
BCL2L15,0.007731643,0.793715264,0.100335268,,,#808080
CEACAM4,0.005649651,0.793771987,0.100304232,,,#808080
PRSS48,0.024713525,0.793906965,0.100230388,,,#808080
UBR2,0.032062475,0.794397851,0.099961939,,,#808080
PPP2R3C,-0.035564389,0.794440693,0.099938519,,,#808080
CHD3,-0.049904288,0.79485211,0.099713669,,,#808080
PKP4,0.025868875,0.795004579,0.09963037,,,#808080
LAMB1,-0.083157474,0.795035108,0.099613693,,,#808080
METTL5,-0.018021552,0.795091422,0.099582932,,,#808080
PARVG,-0.062594424,0.795413942,0.099406801,,,#808080
TGFB1,0.016684466,0.795654481,0.099275487,,,#808080
EPS8,0.006281073,0.796051216,0.09905899,,,#808080
FOXG1,0.037346635,0.796401156,0.098868118,,,#808080
FTH1,0.046949912,0.796712795,0.098698208,,,#808080
BRAF,0.010245567,0.796719288,0.098694669,,,#808080
BGN,-0.029854541,0.796935221,0.098576979,,,#808080
RGL3,0.019863634,0.796989768,0.098547254,,,#808080
AK9,-0.023659094,0.796992401,0.098545819,,,#808080
HNRNPCL4,-0.038512287,0.79722454,0.098419342,,,#808080
CCL24,0.016896631,0.797418859,0.098313498,,,#808080
ANKRD45,0.021534138,0.797629276,0.098198914,,,#808080
PGK1,0.012351968,0.797788973,0.098111971,,,#808080
BZW1,-0.023057854,0.797806947,0.098102186,,,#808080
FUOM,-0.013076417,0.797941791,0.098028789,,,#808080
ABHD6,0.021343609,0.79794631,0.098026329,,,#808080
NUDT7,0.037977512,0.798062169,0.097963276,,,#808080
CAMK2N1,-0.011403609,0.798272829,0.097848653,,,#808080
ABCA13,-0.021666613,0.798382185,0.097789162,,,#808080
MYO18B,0.014957887,0.798633875,0.097652272,,,#808080
RPS27L,0.023516795,0.798851684,0.097533845,,,#808080
CPT2,0.021973966,0.799047225,0.097427553,,,#808080
SLAIN2,0.007702051,0.799083476,0.09740785,,,#808080
CTDSP1,-0.050297637,0.799262971,0.097310307,,,#808080
SMIM14,0.036545316,0.799492296,0.097185717,,,#808080
DSG4,-0.042289445,0.799682324,0.097082504,,,#808080
YES1,0.051500231,0.799815516,0.097010175,,,#808080
FGD4,-0.020221619,0.79985036,0.096991256,,,#808080
SLC16A14,-0.003492444,0.799862717,0.096984546,,,#808080
TLK2,0.006747784,0.799965973,0.096928485,,,#808080
SLC33A1,-0.04079977,0.800086096,0.096863277,,,#808080
TRIM28,0.008276631,0.800092199,0.096859964,,,#808080
KRTAP5-3,-0.063323405,0.800420114,0.096682006,,,#808080
HOXA9,0.015849805,0.800994717,0.096370348,,,#808080
NCOA7,-0.037254998,0.801020016,0.096356632,,,#808080
CSF2,0.008276337,0.801083928,0.096321981,,,#808080
COG4,0.016469867,0.801416677,0.096141624,,,#808080
NRGN,-0.053182361,0.801504148,0.096094226,,,#808080
EOLA1,-0.02200507,0.801600354,0.0960421,,,#808080
THAP12,-0.025852216,0.801710882,0.095982221,,,#808080
FUBP1,0.053078176,0.801840508,0.095912007,,,#808080
FAM126B,-0.018457464,0.802246898,0.095691953,,,#808080
SMARCA4,0.025694433,0.802250544,0.09568998,,,#808080
CXADR,0.018027721,0.802358874,0.09563134,,,#808080
YWHAH,0.005617218,0.80246336,0.095574788,,,#808080
NUP88,-0.05796586,0.802505515,0.095551974,,,#808080
ARPC2,0.014657926,0.802763842,0.095412197,,,#808080
TRBC1,-0.03031994,0.803391386,0.095072829,,,#808080
NR2F1,0.031378067,0.803549651,0.094987283,,,#808080
TNFAIP2,-0.025119265,0.803911948,0.094791517,,,#808080
KRTAP9-1,0.034376454,0.803942457,0.094775035,,,#808080
FANCD2OS,-0.048928044,0.80412371,0.094677132,,,#808080
PPM1A,-0.026998157,0.804476709,0.094486525,,,#808080
PLEKHG2,0.00626137,0.804517396,0.094464561,,,#808080
EEF2KMT,-0.030110621,0.804625334,0.094406298,,,#808080
DNER,0.017037985,0.805056305,0.094173744,,,#808080
NAA30,-0.055437417,0.805222447,0.094084127,,,#808080
COX6A1,-0.030771542,0.805270136,0.094058406,,,#808080
RAD1,-0.04922162,0.805347199,0.094016847,,,#808080
SPDYE3,0.014360595,0.805444442,0.093964411,,,#808080
ICOSLG,0.019569548,0.805579688,0.093891493,,,#808080
NUP107,0.01178123,0.805629854,0.093864449,,,#808080
OFD1,-0.018840242,0.805741849,0.093804079,,,#808080
SST,0.011056426,0.805869337,0.093735369,,,#808080
TNFRSF10C,-0.04706421,0.805948155,0.093692895,,,#808080
NOLC1,-0.026110246,0.806243293,0.093533885,,,#808080
KLHL30,-0.054700337,0.806690015,0.093293319,,,#808080
DEPDC1,-0.024332576,0.806737328,0.093267847,,,#808080
SNUPN,-0.036123316,0.806753491,0.093259146,,,#808080
ZNF648,0.013185951,0.807058302,0.09309509,,,#808080
SPINK1,0.025336173,0.807066406,0.09309073,,,#808080
FARSA,-0.013706889,0.807212096,0.093012339,,,#808080
FGF21,-0.032022903,0.807341377,0.092942789,,,#808080
CTNND2,-0.013555868,0.807347235,0.092939638,,,#808080
RPL37A,0.012861765,0.807585745,0.092811356,,,#808080
UFSP2,-0.04440571,0.807689165,0.092755743,,,#808080
PLEKHM1,-0.047774741,0.807741494,0.092727606,,,#808080
MS4A4A,-0.022885576,0.807940847,0.092620435,,,#808080
LCP2,-0.030230553,0.808021428,0.092577122,,,#808080
MACROD1,0.028706062,0.808160017,0.09250264,,,#808080
KCNAB2,-0.054021356,0.808169701,0.092497436,,,#808080
B4GALT2,-0.036364257,0.808374221,0.092387545,,,#808080
RSL1D1,-0.026763338,0.80838447,0.092382038,,,#808080
RPL19,0.104437573,0.808677502,0.092224639,,,#808080
PLPP2,-0.029146512,0.808898097,0.092106186,,,#808080
HOPX,0.020558042,0.809118314,0.091987969,,,#808080
COPS9,0.015922577,0.809207105,0.091940313,,,#808080
ANKMY1,-0.034855989,0.809394261,0.091839879,,,#808080
DCBLD2,-0.012312682,0.809493807,0.091786469,,,#808080
HEXIM1,-0.03951847,0.809577917,0.091741346,,,#808080
DNAJC22,0.017507384,0.809901774,0.09156765,,,#808080
SYNE3,0.001443198,0.809923352,0.091556079,,,#808080
CSRP2,0.023676421,0.810040839,0.091493085,,,#808080
TCP1,-0.015624426,0.810232995,0.091390075,,,#808080
MPZL1,0.01860488,0.810385789,0.091308183,,,#808080
ERCC2,-0.026424535,0.810401199,0.091299925,,,#808080
AIF1,-0.036521944,0.810518625,0.091237001,,,#808080
COL25A1,0.011882374,0.81065762,0.09116253,,,#808080
SLC46A3,-0.037332288,0.810686329,0.091147151,,,#808080
OR4K15,-0.061002492,0.81069505,0.091142479,,,#808080
CD83,0.020221915,0.810755195,0.09111026,,,#808080
TRIM36,-0.106047419,0.811054574,0.090949922,,,#808080
CNDP2,-0.009074033,0.811214383,0.090864358,,,#808080
HERPUD1,0.010283457,0.811255083,0.090842569,,,#808080
IBA57,0.000388669,0.811291522,0.090823062,,,#808080
RPE65,0.004003018,0.811313226,0.090811444,,,#808080
TEX46,0.013716559,0.81136518,0.090783634,,,#808080
TMEM160,0.001114813,0.811382751,0.090774229,,,#808080
IL13RA1,-0.036069022,0.81149729,0.090712926,,,#808080
SARS1,-0.032472422,0.811673715,0.090618518,,,#808080
COL1A2,0.006598065,0.811749497,0.090577972,,,#808080
EMC3,0.019517584,0.811886034,0.090504929,,,#808080
PDLIM1,0.005737226,0.81259988,0.090123246,,,#808080
RNASE1,0.026743513,0.812948876,0.089936765,,,#808080
CCDC88B,-0.028041444,0.81308873,0.089862058,,,#808080
THOC5,-0.046478338,0.813389159,0.08970162,,,#808080
TEAD1,0.011253556,0.813596766,0.089590786,,,#808080
PSMA2,-0.029263752,0.81360714,0.089585249,,,#808080
EXOSC6,-0.02905486,0.813617305,0.089579823,,,#808080
BAD,-0.023566787,0.813669808,0.089551798,,,#808080
LYVE1,-0.01468723,0.813698107,0.089536695,,,#808080
THRSP,-0.024402089,0.813709,0.089530881,,,#808080
KCNJ15,-0.036570507,0.81410761,0.089318186,,,#808080
USP9X,-0.013174887,0.814117331,0.089313,,,#808080
RNF115,0.03131076,0.814372449,0.089176928,,,#808080
MBNL2,0.011698176,0.814374862,0.089175641,,,#808080
RXRA,0.011551368,0.814519724,0.089098395,,,#808080
ADAMTSL2,-0.001125898,0.814539258,0.089087979,,,#808080
ANGPT1,-0.088521669,0.814552151,0.089081105,,,#808080
PPP1R14A,-0.010995777,0.814949902,0.088869088,,,#808080
C6orf89,-0.039858923,0.815391476,0.088633833,,,#808080
HIPK3,-0.073653965,0.815484534,0.088584271,,,#808080
RPL32,0.091403574,0.81551078,0.088570294,,,#808080
IFITM2,0.008763592,0.815604891,0.088520179,,,#808080
HIF1A,-0.036069797,0.815682156,0.088479038,,,#808080
GCGR,-0.02538567,0.815738992,0.088448778,,,#808080
HIGD2A,-0.016181603,0.815880904,0.088373232,,,#808080
C6orf47,0.021800268,0.816234725,0.088184933,,,#808080
POLR1A,-0.048501589,0.816247458,0.088178158,,,#808080
ETNK1,-0.045345891,0.81630994,0.088144915,,,#808080
PHYHD1,-0.022181858,0.816674727,0.087950884,,,#808080
TEX30,-0.053714185,0.817228416,0.087656541,,,#808080
LAMC1,-0.002037827,0.817350679,0.087591572,,,#808080
ZNF714,-0.045754607,0.817590023,0.087464417,,,#808080
TMEM98,-0.036609771,0.817678846,0.087417238,,,#808080
SIN3B,0.020341564,0.817710816,0.087400258,,,#808080
ZNF776,-0.019873789,0.817877479,0.08731175,,,#808080
CD200R1,-0.023684477,0.817967896,0.087263741,,,#808080
CENPP,-0.06173668,0.818088807,0.087199549,,,#808080
CILP,-0.049627541,0.818115174,0.087185552,,,#808080
RPL13A,0.013570204,0.818377976,0.087046067,,,#808080
SNRPE,-0.055321915,0.818448229,0.087008787,,,#808080
TSC22D3,-0.010002304,0.818554114,0.086952604,,,#808080
ICAM1,0.031786124,0.818629041,0.086912853,,,#808080
MRPL22,-0.093981384,0.818757236,0.086844849,,,#808080
ENY2,-0.030882803,0.818968863,0.08673261,,,#808080
CCT4,0.013635442,0.819285845,0.086564548,,,#808080
B3GNTL1,0.017177461,0.819514253,0.086443489,,,#808080
FAM3A,-0.015817695,0.819572861,0.086412431,,,#808080
CCL11,-0.014750432,0.81957971,0.086408802,,,#808080
PAH,0.041800599,0.819696832,0.086346743,,,#808080
CPLX1,0.019565733,0.820066985,0.086150672,,,#808080
KPNA3,-0.014584624,0.820239968,0.086059073,,,#808080
GYG1,0.002939399,0.820613637,0.08586127,,,#808080
HBG2,-0.046911161,0.82069205,0.085819774,,,#808080
LEO1,0.027481072,0.820791964,0.085766904,,,#808080
NDRG2,0.023764774,0.821180517,0.085561363,,,#808080
TBCA,0.028846271,0.82125073,0.085524231,,,#808080
STK19,-0.026812171,0.821451015,0.085418329,,,#808080
SMG1,-0.026277656,0.821777953,0.085245514,,,#808080
KIF5A,0.027667404,0.82183172,0.085217101,,,#808080
EGFL6,0.003591146,0.821980472,0.0851385,,,#808080
ADGRF4,0.003553136,0.822138542,0.085054992,,,#808080
PLCL2,-0.011607927,0.822163402,0.085041859,,,#808080
BAG5,0.007870522,0.822217513,0.085013277,,,#808080
INIP,-0.013414371,0.822822209,0.084693995,,,#808080
FBXO34,-0.041013888,0.823006271,0.084596856,,,#808080
ACO2,-0.047567652,0.823013758,0.084592905,,,#808080
PRRC2C,-0.044059355,0.823360881,0.084409771,,,#808080
HGF,-0.070901343,0.823520603,0.084325531,,,#808080
TIPARP,0.021962287,0.823827814,0.08416355,,,#808080
RBM22,-0.023781916,0.823946166,0.084101163,,,#808080
SULT1C3,-0.028820444,0.824014871,0.084064951,,,#808080
NKX6-2,0.032081217,0.824116532,0.084011374,,,#808080
FKBP2,-0.020452602,0.82451345,0.083802255,,,#808080
ZBTB38,-0.042662204,0.824576852,0.083768861,,,#808080
C1QL2,0.00655667,0.824721446,0.083692712,,,#808080
DOT1L,0.001790432,0.824922078,0.083587073,,,#808080
HBEGF,-0.000567873,0.825231039,0.083424445,,,#808080
ANGPTL3,0.043524411,0.825298217,0.083389093,,,#808080
FBXO43,-0.044708603,0.825416066,0.083327082,,,#808080
RGS20,-0.024782618,0.82550834,0.083278535,,,#808080
KCNMB1,-0.028903357,0.825512907,0.083276132,,,#808080
VIM,-0.010182587,0.825585615,0.083237883,,,#808080
RALY,-0.015152197,0.825662231,0.083197581,,,#808080
UBL3,-0.033713778,0.825905772,0.083069499,,,#808080
HNRNPUL1,0.015070898,0.826023095,0.08300781,,,#808080
ATP2B4,-0.043740125,0.826073288,0.082981421,,,#808080
APLP1,0.014813751,0.826249239,0.082888927,,,#808080
C7orf31,0.004421731,0.826313734,0.082855029,,,#808080
EIF3K,-0.022585793,0.826398474,0.082810494,,,#808080
RAD23B,-0.01546928,0.826421633,0.082798323,,,#808080
MLIP,0.006249488,0.826604366,0.082702305,,,#808080
OR1S2,-0.03566313,0.82665594,0.082675209,,,#808080
IGHG4,0.025134945,0.826879022,0.082558026,,,#808080
DNAJC15,0.014126804,0.826909384,0.082542079,,,#808080
USP24,0.010399397,0.827083616,0.082450582,,,#808080
SHTN1,0.003875604,0.827293325,0.08234048,,,#808080
